identifier	pos	stem	morphology	number	case	psx	figurative	grabbing	temporal	existential	non-finite	comment	category_based_on_finnish	meaning_fin	motion_predicate_lemma	predicate	rel_nouns_noun_finnish	rel_nouns_noun?	form	sentence
0411	ADV	кы	кы-ті-сюрӧ	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытісюрӧ	Найӧ ветлӧдлӧны КЫТІСЮРӦ, ёнджыкасӧ нюръясті, васӧдінъясті, пӧтмӧн сёян налы оз сюр, сы понда найӧс лоӧ гортын вердны, тӧлын моз жӧ.
0151	NOUN	пидзӧс	пидзӧс-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Tila	heiluu polvista	вӧрны	вӧрӧ	NA	NA	пидзӧсъясӧд	Лыяс ӧтлаасянінъясӧд — гырддзаясӧд и ПИДЗӦСЪЯСӦД ки-кок мортлӧн вӧрӧ.
0152	NOUN	сӧн	сӧн-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	(veri) liikkuu-kulkee suonia pitkin	вӧрны	вӧрӧ-ветлӧдлӧ	NA	NA	сӧнъясӧдыс	Сійӧ — СӦНЪЯСӦДЫС вӧрӧ-ветлӧдлӧ вирыс, сетчӧ юрас.
0414	ADV	кыкла	кыкла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	4) Стойкаяс кӧртавлысьӧны платформа вомӧнногыс КЫКЛАТІ: стойка шӧрӧд да вылысӧдыс.
0415	ADV	кыкла	кыкла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Анькытш воӧм бӧрын пуртӧс потӧ кык пельӧ, КЫКЛАТІ, джынъясыс ӧдйӧ зэв пинёвтчасны, ылӧ вермӧны шыбитны ассьыныс кӧйдысъяссӧ.
0416	ADV	кыкла	кыкла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Кык кымын вершӧк сайӧд кага кынӧмсянь гӧгсӧ КЫКЛАТІ зэв зэлыда колӧ кӧртавны да кык кӧрталӧм костӧдыс вундыны ножичӧн.
0417	ADV	кыкла	кыкла-ті	NA	prl	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кыклаті	Стойкаяс кӧртавлысьӧны платформа вомӧнногыс КЫКЛАТІ: стойка шӧрӧд да вылысӧдыс.
0418	ADV	кымынкӧла	кымынкӧла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кымынкӧлаті	Кужтӧгыд уджалігӧн сэсся КЫМЫНКӦЛАТІ розьӧдӧма маткасӧ да сювъяссӧ.
0419	ADV	кыт	кыт-ъяс-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытъясті	Лэбзис сійӧ со КЫТЪЯСТІ: Фридрихсгафен — Токио (сэтчӧ пуксьыліс) — Лос-Анжелос (сэтчӧ пуксьыліс) — Нью-Йорк (сэтчӧ пуксьыліс) — Фридрихсгафен.
0420	ADV	кыт	кыт-ъяс-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	кытъясті	Пресс колӧ лун кежлӧ этша вылӧ нёльысь ӧкуратнӧя мавтны олеонафтӧн быд местаті, КЫТЪЯСТІ индалас монтёр.
0559	NOUN	петан_туй	петан_туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä	(sairas siemen / siittiö (?)) ei voi siirtyä ulosmenotietä	вуджны	оз вермы вуджны	NA	NA	петан_туйӧд	Висьмӧм кӧйдыс ПЕТАН ТУЙӦД ай кӧйдысӧн кӧйдысассьӧм энь кольк кӧйдыс артманінсянь вуджны маткаӧ оз вермы, сідзи туй вылас и сибдӧ.
0164	NOUN	кост	кост-ъяс-ті-ыс	pl	tra	TRUE		NA	NA	NA	NA	NA	Väylä (2)	kyntää väleistä	гӧрны	гӧрны	NA	NA	костъястіыс	Сы вӧсна пуктӧм бӧрас колӧ коканӧн кокавны, а пуктӧма кӧ гӧрышталӧмӧн, КОСТЪЯСТІЫС гӧрны окучникӧн.
0261	NOUN	ин	ин-ъяс-ті-ыс	pl	tra	TRUE		NA	NA	NA	NA	NA	Tila	(liian mättäisistä) paikoista täytyy kyntää	гӧрны	колӧ гӧрны	NA	NA	инъястіыс	вывті вутшкӧсь ИНЪЯСТІЫС колӧ гӧрны кык мортлы: ӧтикыслы вӧвсӧ да гӧрсӧ веськӧдлыны, мӧдыслы — кокнас пластъястӧ водтӧдлыны да кӧрт зырйӧн вутшкӧсь пластъяссӧ орйӧдлыны.
0166	NOUN	небеса	небеса-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (3)	kulkee taivasta pitkin	гуляйтны	гуляйтӧ	NA	NA	небесаӧд	Ӧні весиг ичӧт школаын велӧдчысь быд детина нин тӧдӧ гым-чардлысь, зэрлысь артмӧмсӧ, оз нин шу, тайӧ пӧ НЕБЕСАӦД Илля пророк гуляйтӧ.
0172	NOUN	трубка	трубка-яс-ті-ыс	pl	tra	TRUE		NA	NA	NA	NA	Väylä (distr.)	Väylä	vierii putkia pitkin	исковтны	исковтӧ	NA	NA	трубкаястіыс	кӧйдыс петан туйяс, трубка кодьӧсь, ящик пыдӧсса аппаратсьыс кӧйдысыс шыблассьӧ сійӧ трубкаас, ТРУБКАЯСТІЫС сэсся исковтӧ сійӧ увлань, гӧръясӧ;
0173	NOUN	шӧр	шӧр-ті-ыс-джык	sg	tra	TRUE		NA	NA	NA	NA	Tila	Tila	laskevat keskemmältä	исковтны	исковтӧны	NA	NA	шӧртіысджык	Зӧр тусьясыс нӧ лӧняджыка исковтӧны уліас, ШӦРТІЫСДЖЫК; улыс помас найӧ киссьӧны викаысь торйӧн.
0429	ADV	ма	ма-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	маті	Водзӧ сійӧ жӧ лентанас мерайтсьӧ кызта морӧс гӧгӧрыс шоша шӧр весьттіыс, водз кок гырддза дортіыс МАТІ (чут в, г).
0262	NOUN	джодж	джодж-ті-ыс	sg	tra	TRUE		NA	NA	NA	NA	NA	Väylä (2)	täytyy kieriä lattiaa pitkin (?)	исковтны	колӧ исковтны	NA	NA	джоджтіыс	Оз ков вунӧдны, мый ДЖОДЖТІЫС посньыд картаясын колӧ тачкалы кокньыда исковтны, гырысь картаясын колӧ тӧрны вӧла додьлы либӧ рельсъяс вывса тележкалы.
0179	NOUN	потас	потас-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Aukko	nousee puhkeamien kautta	кайны	кайӧ	NA	NA	потасъясӧд	Вӧсньыд, юрси кыза розьясӧд, ПОТАСЪЯСӦД ваыд ӧдйӧ кайӧ.
0180	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Aukko	nousee rei'istä	кайны	кайӧ	NA	NA	розьясӧд	Вӧсньыд, юрси кыза РОЗЬЯСӦД, потасъясӧд ваыд ӧдйӧ кайӧ.
0227	NOUN	труба	труба-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä	nousee (eri) putkia pitkin	кайны	кайӧ	NA	NA	трубаясӧд	Пачсянь либӧ лампасянь инкубатор вевдорас шоныдыс кайӧ торъя ТРУБАЯСӦД, кӧні куйлӧны колькъясыс.
0228	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	nousee keskeltä	кайны	кайӧ	NA	NA	шӧрӧдыс	ШӦРӦДЫС кайӧ веськыд коккодь.
0064	NOUN	потас	потас-ъяс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Aukko	Aukko	voi kivuta puhkeamien kautta	каттьысьны	вермӧ каттьысьны	NA	NA	потасъясӧдыс	Сэтшӧм розьясӧдыс, ПОТАСЪЯСӦДЫС пытшкӧс ва му пытшкысь вермӧ ньӧжйӧникӧн каттьысьны вывлань
0065	NOUN	розь	розь-яс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Aukko	Aukko	voi kivuta reikien kautta	каттьысьны	вермӧ каттьысьны	NA	NA	розьясӧдыс	Сэтшӧм РОЗЬЯСӦДЫС, потасъясӧдыс пытшкӧс ва му пытшкысь вермӧ ньӧжйӧникӧн каттьысьны вывлань
0229	NOUN	поск	поск-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	kapuaa siltaa pitkin	каттьысьны	каттьысьӧ	NA	NA	поскӧд	Татшӧм вӧръясын, мусин вылысса кос эж, лӧпъяс, латшкӧс том вӧр да ӧшалан рой отсӧгӧн, му бердса би каттьысьӧ ПОСКӦД моз пу йылӧдз, чеччалӧ пуысь пуӧ да сотӧ став вӧрсӧ дзоньнас.
0231	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Aukko	kipuaa (pieniä) reikiä myöten	каттьысьны	каттьысяс	NA	NA	розьясӧд	Посньыдик РОЗЬЯСӦД, лыа костъясӧд ваыд улісяньыс ӧдйӧ каттьысяс вывланьӧ, зэв ӧдйӧ косьмӧ.
0568	NOUN	вӧр	вӧр-ті	sg	tra	FALSE		NA	NA	NA	NA	Tila	Tila	ei pidä samota metsää pitkin	келавны	оз ковны келавны	NA	NA	вӧрті	Нюръяссӧ кӧ ӧтувтчӧмӧн косьтыны пӧскӧтина улӧ, сэки асьнымӧс ёна кокньӧдам: оз ков мӧстӧ корсигӧн келавны лядьвей вужйӧдзыд няйтын да ваын, оз ковмы ВӦРТІ келавны.
0234	NOUN	розь	розь-яс-ті-ыс	pl	tra	TRUE		NA	NA	NA	NA	NA	Aukko	valuu pienistä rei'istä	киссьыны	киссьӧ	NA	NA	розьястіыс	Вылысладор помсяньыс кисьтӧны картупельсӧ, сійӧ гӧгыльтчӧ пӧв кузяыс, сэк посни РОЗЬЯСТІЫС киссьӧ му, сы бӧрын посни картупель, водзӧ шӧркодь, помас гырысь.
0235	NOUN	розь	розь-яс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	NA	Aukko	valuvat reikiä pitkin	киссьыны	киссьӧны	NA	NA	розьясӧд	Сложнӧй вартан машинаӧ мыччалӧны кольтаӧн, уна РОЗЬЯСӦД киссьӧны мешӧкӧ зэв сӧстӧм да сортъяс вылӧ юклӧм тусь.
0309	NOUN	туй	туй-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	vetää tietä pitkin	кыскавны	кыскавны	NA	NA	туйӧдыс	Кор заводитчисны медводзысь стрӧитны 50 км кузя кӧрт туйсӧ, думайтісны вагонъяссӧ тайӧ ТУЙӦДЫС кыскавны вӧвъясӧн.
0310	NOUN	туй	туй-яс-ӧд-ыс	pl	prl	TRUE		NA	NA	NA	NA	Väylä	Väylä	vetelivät teitä pitkin	кыскавны	кыскалісны	NA	NA	туйясӧдыс	Тайӧ ТУЙЯСӦДЫС грузсӧ кыскалісны вӧв вынӧн.
0444	ADV	мӧдар	мӧдар-ӧд-ыс	NA	prl	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдарӧдыс	Оз муыслӧн вуджӧрыс кай тӧлысь вылас, а тӧлысьыс прӧйдитӧ вуджӧр пырыс, пырӧ ӧтар помӧдыс, петӧ МӦДАРӦДЫС.
0445	ADV	мӧдла	мӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Вундан кӧ чуньтӧ либӧ кыткӧ МӦДЛАТІ, сӧнъясысь петӧм вир дой вылас ӧдйӧ сукмӧ, рысьмӧ.
0446	ADV	мӧдла	мӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Керка-картатӧ ӧтилаті-МӦДЛАТІ выльдыштны колӧ.
0447	ADV	мӧдла	мӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Тайӧ мый на, страсьтыс со кӧні: висьӧмыс морттӧ оз другӧн косьты, а вочасӧн: войдӧр ӧтилаті, сэсся МӦДЛАТІ — туша кузяыс сійӧ паськалас.
0311	NOUN	джодж	джодж-ӧд	sg	prl	FALSE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	vetää lattia pitkin	кыскавны	кыскалӧ	NA	NA	джоджӧд	Кага кыскасьӧ ДЖОДЖӦД, быдторйӧ кинас кутчысьӧ, вомӧ босьтӧ.
0313	NOUN	кар	кар-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	vetävät pitkin kaupunkia	кыскавны	кыскалӧны	NA	NA	каръясӧд	А Японияын да Китайын ӧні на КАРЪЯСӦД экипажъяссӧ кыскалӧны йӧз вынӧн.
0314	NOUN	вентилятор	вентилятор-ӧд	sg	prl	FALSE		NA	NA	NA	TRUE	Aukko	Aukko	vetävää venttiiliä pitkin	кыскавны	кыскан	NA	NA	вентиляторӧд	Сэні сійӧ посняммӧ, сэсся ВЕНТИЛЯТОРӦД кыскан сынӧдӧн кыптӧ труба кузя башня вевтӧдзыс.
0663	NOUN	му	му-ӧд-ыс	sg	prl	TRUE		NA	NA	NA	NA	Väylä (2-ulott.)	Väylä (2)	alkoivat kiskoa maata pitkin	кыскавны	пондісны кыскавны	NA	NA	муӧдыс	Сы бӧрын коканӧн пондісны вӧдитчыны мӧд ногӧн: кокӧм пыддиыс сійӧс пондісны кыскавны МУӦДЫС.
0316	NOUN	джодж	джодж-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	konttaa lattiaa pitkin	кыскасьны	кыскасьны	NA	NA	джоджӧд	Оз ков лэдзны найӧс кыскасьны няйт ДЖОДЖӦД.
0317	NOUN	джодж	джодж-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	oppii konttaamaan lattiaa pitkin	кыскасьны	кыскасьны велалӧны	NA	NA	джоджӧд	Мукӧд кагаясыд войдӧр ДЖОДЖӦД кыскасьны велалӧны.
0455	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Висьлӧны тыяс, горш пытшкӧс, гырк пытшкӧс, нерӧдъяс, лыяс, кучик, вӧрк да МУКӦДЛАТІ.
0456	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Висян местаясӧд кучикыс оз гӧрдӧд, оз пыкты, абу пӧсь МУКӦДЛАТІ серти.
0457	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Вӧвъясӧс дырӧн уджтӧг сулӧдӧмысь некутшӧм бур абу, а мӧдарӧ — уджтӧм вӧвъяслӧн сэки пыктӧны кокъясыс, мошонкаыс да МУКӦДЛАТІ, сьӧктаммӧ лолалӧмыс, омӧля уджалӧ сьӧлӧмыс да заводитӧ госсявны.
0458	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Ёнджыка кӧлӧ мыськавны киняувтӧ да МУКӦДЛАТІ, кыті ёнджыка пӧсялӧ (ньылӧдӧ).
0459	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Кынтігӧн кӧ он кут видзчысьны, матка дай МУКӦДЛАТІ гырк пытшкӧсыс вермасны чорыда висьмыны.
0460	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Ӧтик-кык минут мысти 1/10–1/40 пай капля сюйӧм бӧрын вир-яйӧ — жывӧтинаяслӧн лоӧма: лолалӧмныс лёкджык, ёна кыскӧ унмӧ, кокнысӧ да МУКӦДЛАТІ кыскалӧ, сы бӧрын лолалӧмныс дугдӧ помӧдз да кулӧны.
0461	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Роч муад ӧд миян эм жӧ шоныд местаяс (Украина да МУКӦДЛАТІ), да зэв бур сьӧд муа инъяс (черноземнӧй муяс), сӧмын тай сэні Коми мусьыд на этшаджык урожайыс воӧ-а.
0462	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Войвыв вӧръясын му бердса пӧжаръяс регыдджыка кусӧдӧм могысь колӧ пӧльзуйтчыны югыд войясӧн, кор биыс ланьтыштӧ да МУКӦДЛАТІЫС ачыс кусӧ.
0463	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Ӧні миян МУКӦДЛАТІЫС овмӧсыд кыпті нин вылӧдзджык, кутшӧм вӧлі революцияӧдз да Германиякӧд кось пантӧдз.
0464	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Та понда овлӧ сідзи: ӧтилаын муыд пемыд, а МУКӦДЛАТІЫС шондітӧ ньӧти абу сайӧдӧма.
0465	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Тайӧ пӧжарыс зэв ёна действуйтӧ жар дырйи, лунын, а войын МУКӦДЛАТІЫС (торъя нин шоч вӧраинті да куш коластъясӧд), лысва усьӧм понда да посни мусин вылыс понда, ачыс кусӧ.
0318	NOUN	джодж	джодж-ӧд-ыс	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä (2)	konttaavat lattiaa pitkin	кыскасьны	кыскасьӧны	NA	NA	джоджӧдыс	Няйт ДЖОДЖӦДЫС челядьясыс кыскасьӧны.
0315	NOUN	туй	туй-ӧд	sg	prl	FALSE		NA	NA	NA	NA	NA	Väylä	vetävät tietä pitkin	кыскыны	кыскасны	NA	NA	туйӧд	Важысянь нин вӧлі тӧдӧны, мый топыд да шыльыд ТУЙӦД додьясӧн кӧть телегаӧн кыскасьны ёна кокньыдджык.
0322	NOUN	сӧн	сӧн-ъяс-ӧд	pl	prl	FALSE		NA	NA	NA	NA	Väylä (distr.)	Väylä	kiskoo-kerää suonia pitkin	кыскыны	кыскӧ-чукӧртчӧ	NA	NA	сӧнъясӧд	Сэсся ас пытшкас яйысь босьтӧ став ковтӧмторъяссӧ да вена нима СӦНЪЯСӦД кыскӧ-чукӧртчӧ бӧр сьӧлӧмӧ.
