identifier	pos	stem	morphology	number	case	psx	comment	figurative	grabbing	temporal	existential	non-finite	meaning_fin	predicate	rel_nouns_noun?	form	sentence
0436	ADP	весьт	весьт-ті-ыс	sg	tra	TRUE	Väylä (mitta)	NA	NA	NA	NA	NA	täytyy mitata säkän keskikohdan yläpuolitse	мерайтсьӧ	шоша_шӧр	весьттіыс	Водзӧ сійӧ жӧ лентанас мерайтсьӧ кызта морӧс гӧгӧрыс шоша шӧр ВЕСЬТТІЫС, водз кок гырддза дортіыс маті (чут в, г).
0437	ADP	дор	дор-ті-ыс	sg	tra	TRUE	NA	NA	NA	NA	NA	NA	mittaa kyynärpään vierestä	мерайтсьӧ	гырддза	дортіыс	Водзӧ сійӧ жӧ лентанас мерайтсьӧ кызта морӧс гӧгӧрыс шоша шӧр весьттіыс, водз кок гырддза ДОРТІЫС маті (чут в, г).
0438	ADP	берд	берд-ті-ыс	sg	tra	TRUE	Väylä (mitta)	NA	NA	NA	NA	NA	mittaa jalan reunasta	мерайтчӧ	кок	бердтіыс	Та бӧрын мерайтчӧ кызта морӧс гӧгӧрыс, водз кок БЕРДТІЫС (3-ӧд серпасын).
0439	NOUN	сӧн	сӧн-ъяс-ӧд-ыс	pl	prl	TRUE	Väylä	NA	NA	NA	NA	NA	(veri) alkaa mennä suonia pitkin	мӧдас ветлыны	NA	сӧнъясӧдыс	Вирыд ӧдйӧ-ӧдйӧ мӧдас ветлыны СӦНЪЯСӦДЫС, быттьӧ гимнастика вылын.
0440	NOUN	трӧпа	трӧпа-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	lähettää (ihmisiä) polkua pitkin	мӧдӧдны	NA	трӧпаӧд	Тайӧ планшет вылас кӧ индӧма туйяс, юяс, тыяс, трӧпаяс посни вӧраинъяс да нюръяс, сэки лоӧ зэв гӧгӧрвоана, кутшӧм местаӧдджык сотчӧ, кутшӧм туйӧд либӧ ТРӦПАӦД да кытысьджык мӧдӧдны йӧзсӧ вӧрсӧ кусӧдӧм вылӧ.
0441	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	lähettää tietä pitkin	мӧдӧдны	NA	туйӧд	Тайӧ планшет вылас кӧ индӧма туйяс, юяс, тыяс, трӧпаяс посни вӧраинъяс да нюръяс, сэки лоӧ зэв гӧгӧрвоана, кутшӧм местаӧдджык сотчӧ, кутшӧм ТУЙӦД либӧ трӧпаӧд да кытысьджык мӧдӧдны йӧзсӧ вӧрсӧ кусӧдӧм вылӧ.
0442	NOUN	ловгорш	ловгорш-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	lähettää henkitorvea pitkin	мӧдӧдӧ	NA	ловгоршӧд	Мӧдарӧ, туша кузьтаысь чукӧртӧм вир-яйлы ковтӧмтор (углекислӧй газ), вир тыяс пыр да ЛОВГОРШӦД бӧр мӧдӧдӧ ортсӧ.
0443	NOUN	жӧлӧб	жӧлӧб-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	TRUE	rännistä menevä	мунан	NA	жӧлӧбӧд	Сійӧ пызан вылас воӧ ЖӦЛӦБӦД мунан кӧрымыс сеталысь киӧ.
0444	ADV	мӧдар	мӧдар-ӧд-ыс	NA	prl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдарӧдыс	Оз муыслӧн вуджӧрыс кай тӧлысь вылас, а тӧлысьыс прӧйдитӧ вуджӧр пырыс, пырӧ ӧтар помӧдыс, петӧ МӦДАРӦДЫС.
0445	ADV	мӧдла	мӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Вундан кӧ чуньтӧ либӧ кыткӧ МӦДЛАТІ, сӧнъясысь петӧм вир дой вылас ӧдйӧ сукмӧ, рысьмӧ.
0446	ADV	мӧдла	мӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Керка-картатӧ ӧтилаті-МӦДЛАТІ выльдыштны колӧ.
0447	ADV	мӧдла	мӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мӧдлаті	Тайӧ мый на, страсьтыс со кӧні: висьӧмыс морттӧ оз другӧн косьты, а вочасӧн: войдӧр ӧтилаті, сэсся МӦДЛАТІ — туша кузяыс сійӧ паськалас.
0448	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	jos menet huonoa tietä	мунан	NA	туйӧд	Телегаӧн мунігӧн, нӧшта лёк ТУЙӦД кӧ мунан, зӧркӧдӧмысла кылан мунӧмтӧ.
0449	NOUN	шӧр	шӧр-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	menet keskeltä	мунан	NA	шӧрӧдыс	— Му пырыс кӧ ӧтар боксяньыс мӧдарӧдзыс мунан дзик ШӦРӦДЫС, уна-ӧ лоӧ?
0450	NOUN	бок	бок-ӧд-ыс	sg	prl	TRUE	Väylä	NA	NA	NA	NA	NA	menee reunaa pitkin	мунас	NA	бокӧдыс	Сӧмын ӧти телегаыс кӧ сувтас, мӧдыс пырысьтӧм-пыр жӧ БОКӦДЫС мунас, зэв ӧдйӧ коляс да саялӧ син водзсьыд.
0451	NOUN	туй	туй-ӧд	sg	prl	FALSE	NA	NA	NA	NA	NA	NA	menevät tätä tietä	мунасны	NA	туйӧд	Дерт колхозъясыд тайӧ ТУЙӦД жӧ мунасны.»
0452	ADP	выв	выв-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	TRUE	teitä pitkin mennessä	мунігас	туйяс	вывті	Сы вылӧ, медым видзны вӧвлысь кок гыжсӧ лишнӧй зыртчӧмысь да доймалӧмысь, а сідзжӧ сы вылӧ, медым вӧвъяс эзджык вильдавны мунігас ёнджыкасӧ вильыд туйяс ВЫВТІ, колӧ дорӧдны вӧвъяслысь кокъяссӧ.
0453	ADP	берд	берд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	maata pitkin mennessä	мунігӧн	му	бердті	Му БЕРДТІ ӧдйӧ мунігӧн уна лёк сійӧ оз вермы вӧчны: кыз кырся пуясыд нинӧм оз лоны.
0454	NOUN	вӧр	вӧр-ӧд	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	metsässä mennessä	мунігӧн	NA	вӧрӧд	Мукӧддырйи му вывті либӧ ВӦРӦД мунігӧн зэв нориника горзӧны: «Ӧксинь! Сарство небеснӧй тэныд...»
0455	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Висьлӧны тыяс, горш пытшкӧс, гырк пытшкӧс, нерӧдъяс, лыяс, кучик, вӧрк да МУКӦДЛАТІ.
0456	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Висян местаясӧд кучикыс оз гӧрдӧд, оз пыкты, абу пӧсь МУКӦДЛАТІ серти.
0457	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Вӧвъясӧс дырӧн уджтӧг сулӧдӧмысь некутшӧм бур абу, а мӧдарӧ — уджтӧм вӧвъяслӧн сэки пыктӧны кокъясыс, мошонкаыс да МУКӦДЛАТІ, сьӧктаммӧ лолалӧмыс, омӧля уджалӧ сьӧлӧмыс да заводитӧ госсявны.
0458	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Ёнджыка кӧлӧ мыськавны киняувтӧ да МУКӦДЛАТІ, кыті ёнджыка пӧсялӧ (ньылӧдӧ).
0459	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Кынтігӧн кӧ он кут видзчысьны, матка дай МУКӦДЛАТІ гырк пытшкӧсыс вермасны чорыда висьмыны.
0460	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Ӧтик-кык минут мысти 1/10–1/40 пай капля сюйӧм бӧрын вир-яйӧ — жывӧтинаяслӧн лоӧма: лолалӧмныс лёкджык, ёна кыскӧ унмӧ, кокнысӧ да МУКӦДЛАТІ кыскалӧ, сы бӧрын лолалӧмныс дугдӧ помӧдз да кулӧны.
0461	ADV	мукӧдла	мукӧдла-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлаті	Роч муад ӧд миян эм жӧ шоныд местаяс (Украина да МУКӦДЛАТІ), да зэв бур сьӧд муа инъяс (черноземнӧй муяс), сӧмын тай сэні Коми мусьыд на этшаджык урожайыс воӧ-а.
0462	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Войвыв вӧръясын му бердса пӧжаръяс регыдджыка кусӧдӧм могысь колӧ пӧльзуйтчыны югыд войясӧн, кор биыс ланьтыштӧ да МУКӦДЛАТІЫС ачыс кусӧ.
0463	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Ӧні миян МУКӦДЛАТІЫС овмӧсыд кыпті нин вылӧдзджык, кутшӧм вӧлі революцияӧдз да Германиякӧд кось пантӧдз.
0464	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Та понда овлӧ сідзи: ӧтилаын муыд пемыд, а МУКӦДЛАТІЫС шондітӧ ньӧти абу сайӧдӧма.
0465	ADV	мукӧдла	мукӧдла-ті-ыс	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	мукӧдлатіыс	Тайӧ пӧжарыс зэв ёна действуйтӧ жар дырйи, лунын, а войын МУКӦДЛАТІЫС (торъя нин шоч вӧраинті да куш коластъясӧд), лысва усьӧм понда да посни мусин вылыс понда, ачыс кусӧ.
0466	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	maata pitkin mennessä	мунігӧн	му	вывті	Мукӧддырйи му ВЫВТІ либӧ вӧрӧд мунігӧн зэв нориника горзӧны: «Ӧксинь! Сарство небеснӧй тэныд...»
0467	ADP	выв	выв-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	TRUE	teitä pitkin mennessä	мунігӧн	туйяс	вывті	Ёна сьӧкыда мунігӧн, гуранӧсь туйяс ВЫВТІ мунігӧн да скачӧн мунігӧн сийӧсыд ёнджыка вермас дойдны.
0468	ADP	выв	выв-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	TRUE	rautatietä pitkin mennessä	мунігӧн	кӧрт_туй	вывті	Сэтшӧмтор жӧ позьӧ аддзыны кӧрт туй ВЫВТІ поездын мунігӧн — миянлы кажитчӧ, быттьӧкӧ вагоныс сулалӧ, а пуясыс, керкаясыс, телеграф столбъясыс бокӧдыд мунӧны.
0469	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	TRUE	talon vierestä mennessä	мунігӧн	керка	дінті	Санаторийысь бӧр больнича керка ДІНТІ мунігӧн нуисны сэті волшебнӧй пӧнар.
0470	NOUN	туй	туй-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	menivät tietä pitkin	муніны	NA	туйӧд	Найӧ ставыс муніны ӧти ТУЙӦД, ставныслы вӧлі колӧ кызджыка тыртны зепнысӧ, юны пӧсьсӧ уджалысь йӧзлысь.
0471	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	meni kuivaa maata pitkin	муніс	кос	вывті	Кыдзи аддзанныд — тайӧ кадас муніс чорыд тыш кос ВЫВТІ ветлӧмӧ парӧвӧй машина применитӧмын.
0472	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	Ай кӧйдысыслы НЕКЫТІ лоӧма веськавны чужан энь кольк вылӧ да ловзьӧдны сійӧс.
0473	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	Бентальлысь соломорезка механическӧй двигательӧн уджалӧм вылӧ ёна крепитӧны, мед некутшӧма НЕКЫТІ эз легзьы, оз вӧрӧшитчы.
0474	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	Дзоньвидза нывбабалӧн тӧлысся мунігӧн НЕКЫТІ оз доймы, оз вись.
0475	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	Дзоньвидзаяслӧн мунӧ лун куим-нёль, НЕКЫТІ висьтӧг.
0476	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	Мукӧддырйи найӧ НЕКЫТІ оз дойдавны, сӧмын ниртчӧны кынӧм пытшкад, ниртӧны кынӧм пытшкӧстӧ.
0477	ADV	некы	некы-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	некыті	НЕКЫТІ пӧ нин оз вись, оз доймы.
0478	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	meni kaupan vierestä	муніс	лавка	дінті	Кутшӧмкӧ детина муніс лавка ДІНТІ, аддзис ӧшинь пыр зэв мича морта нига.
0479	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	meni minun vierestäni	муніс	ме	дінті	Кымын салдат муніс ме ДІНТІ?
0480	NOUN	туй	туй-ӧд	sg	prl	FALSE	Väylä	NA	NA	NA	NA	NA	meni tietä pitkin	муніс	NA	туйӧд	Та бӧрын му уджалан ӧруддьӧ бурмӧдӧмыс муніс кык ТУЙӦД.
0481	ADP	дін	дін-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	menivät minun vierestäni	мунісны	ме	дінті	Ме ДІНТІ мунісны салдатъяс.
0482	ADV	неылі	неылі-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	неыліті	НЕЫЛІТІ сотчанінсяньыс вӧрсӧ весалӧны, став ёгсӧ чукӧртӧны биланьыс, кыдз быттьӧ лӧпсьыс да ёгсьыс потшӧс вӧчӧны.
0483	ADV	неылі	неылі-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	неыліті	Ыджыд ӧдысла кӧ би бердас он сибав, либӧ йӧзыс кӧ этша, сэки оз кусӧдчыны-а, сотчан гӧгӧрсӧ НЕЫЛІТІ 2–3 аршын пасьта мичаа весалӧны.
0484	ADP	выв	выв-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	meni itsensä vierestä (?)	мунліс	ас	вывті	Менам олӧмын виналӧн омӧльыс ёна ас ВЫВТІ мунліс, да верма йӧзӧдны сійӧс, мед отсавны мукӧд семьяысь бырӧдны татшӧм торъяссӧ.
0485	ADP	выв	выв-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	mennä tietä pitkin	мунны	туй	вывті	Купайтӧданінӧ мунны воськолӧн, бӧрланьсӧ, медся нин кор казялан вӧвлысь кынмӧмсӧ, мунны рӧдтӧмӧн буссьытӧм эжаа туй ВЫВТІ.
0486	ADP	берд	берд-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	menee maata pitkin	мунӧ	му	бердті	Хлор — сынӧд дорысь сьӧкыдджык да сійӧн мунӧ му БЕРДТІ.
0487	ADP	берд	берд-ті	sg	tra	FALSE	Väylä	NA	NA	NA	NA	NA	menee reunaa pitkin	мунӧ	пыдӧс	бердті	Канава пыдӧслӧн пӧперӧг ногса пӧлыньтчӧмыс вӧчсьӧ жӧлӧблань «А», коді мунӧ пыдӧс БЕРДТІ (видзӧдӧй 17ʼ серпас).
0488	ADP	берд	берд-ті-ыс	sg	tra	TRUE	Tila	NA	NA	NA	NA	NA	menee maata pitkin	мунӧ	му	бердтіыс	Биыд вӧрті войдӧр мунӧ му БЕРДТІЫС, чишкалӧ том петасъяссӧ.
0489	NOUN	визьнитӧм	визьнитӧм-ӧд-ыс	sg	prl	TRUE	NA	NA	NA	NA	NA	NA	TARKISTA ONKO KIRJOITUSVIRHE	мунӧ	NA	визьнитӧмӧдыс	Кыза ВИЗЬНИТӦМӦДЫС мунӧ масляно-кислӧй броженньӧ сынӧдтӧминын.
0490	NOUN	вӧр	вӧр-ті	sg	tra	FALSE	Tila	NA	NA	NA	NA	NA	(tuli) menee metsässä	мунӧ	NA	вӧрті	Биыд ВӦРТІ войдӧр мунӧ му бердтіыс, чишкалӧ том петасъяссӧ.
0491	ADP	выв	выв-ті	sg	tra	FALSE	NA	NA	NA	NA	NA	NA	menee maata pitkin (ei maan sisältä) (TARKISTA OIKEINKIRJOITUS)	мунӧ	му	вывті	Вужкок мунӧ му пытшті, оз кок — му ВЫВТІ.
0492	ADV	ӧтвылна	ӧтвылна-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ӧтвылнаті	Медым лыйӧм снарад пондас Му гӧгӧр кытшлавны ӦТВЫЛНАТІ — Му вылӧ усьтӧг ни Муысь дзикӧдз пышйытӧг, снарадтӧ колӧ лыйны зэв ыджыд вына пушкаысь, мед снарадыс быд секундӧ 8 километр лэбзяс, быд час — 28 800 километр.
0493	ADV	ӧтвылна	ӧтвылна-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ӧтвылнаті	Тайӧ снарадыс пыр пондас лэбны Му веркӧссянь ӦТВЫЛНАТІ, кӧть ачыс и усьӧ Мулань.
0494	ADV	ӧтила	ӧтила-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ӧтилаті	Керка-картатӧ ӦТИЛАТІ-мӧдлаті выльдыштны колӧ.
0495	ADV	ӧтила	ӧтила-ті	NA	tra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ӧтилаті	Сэсся, изгармыштас вӧлі муыд ӦТИЛАТІ, эновтасны да выльлаті гӧрасны.
